sourceFile,unitId,text,text_raw,headingPath,precedingText,candidateType,candidateReason,regexOnly,suggestedGrade,priorityScore,priorityBand,strongKeywordCount,ambiguousActionCount,anchorKeywordCount,weakKeywordCount,regexIdentifierCount,noiseFlag,userGrade,memo
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_9b771a6e27,계통절차에 의한 연락수전(동 춘➡테 크노파크) 해당차단기 순차투입,계통절차에 의한 연락수전(동 / 춘➡테 / 크노파크) / 해당차단기 순차투입,,④ / 열차관제 통보 및 파트장 승 / 인 후,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""연락수전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",FALSE,C,10,high,2,2,2,0,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_6e0ca8d03f,계통절차에 의한 연락수전(센트럴 파크 송도달빛공원) 해당차단기 순차투입,계통절차에 의한 연락수전(센트럴 / 파크송도달빛공원) / 해당차단기 순차투입,,④ / 열차관제 통보 및 파트장 승인 후,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""연락수전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",FALSE,C,10,high,2,2,2,0,0,FALSE,s,
2호선 정보통신설비 검사표준매뉴얼(202507_Rev5.3).md,2호선_정보통신설비_검사표준매뉴얼(2_283ee01224,절체우선 순위는 Lockout〉강제절체(Force)〉자동절체(Auto-switch)〉수동절체(Manual),◯ 절체우선 순위는 / Lockout〉강제절체(Force)〉자동절체(Auto-switch)〉수동절체(Manual),,◯ EPS 상태를 파 / 악하기 위해 유닛 절체 여부를 확인하여 기록한다.,"[""ai_procedural_sensitive""]","[{""kw"": ""강제 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""수동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",FALSE,C,9,high,3,1,0,0,0,FALSE,c,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_e16305c1d3,장애발생 회로 분리후 인근 변전소로부터 연락수전,⑤ / 장애발생 회로 분리후 / 인근 변전소로부터 연락수전,,순차투입,"[""ai_procedural_sensitive""]","[{""kw"": ""연락수전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""회로 분리"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""회로"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,8.2,high,2,1,1,1,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_736e158d33,장애발생 회로 분리후 인근 변전소로부터 연락수전,⑤ / 장애발생 회로 분리후 인근 / 변전소로부터 연락수전,,순차투입,"[""ai_procedural_sensitive""]","[{""kw"": ""연락수전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""회로 분리"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""회로"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,8.2,high,2,1,1,1,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_dab7f94f8a,"연락수전 : 검단호수공원 ➡ 아라, 기지 임학 해당차단기 순차투입","연락수전 : 검단호수공원 ➡ 아라, 기지  임학 / 해당차단기 순차투입",,④ / 열차관제 통보 및 파트장 승인 후 계통절차에 의한 연 / 락급전 실시,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""연락수전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}]",FALSE,C,8,high,2,2,1,0,0,FALSE,s,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_cca52a0f11,"통신계통 구성 장비에 여하한 장애가 발생함에 따라 현장감시,제어 불능 상태가","통신계통 구성 장비에 여하한 장애가 발생함에 따라 현장감시,제어 불능 상태가",,환기실 전력시설 운영정보는 환기실에 설치된 S-RTU를 통해 수집된다,"[""ai_procedural_sensitive""]","[{""kw"": ""계통 구성"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""장비"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""현장"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""통신"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""상태"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""구성"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,7.6,high,1,2,4,3,0,FALSE,o,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_d332c3ac63,"주의사항 환기실 S-RTU 또한 이중계 구성을 갖추고 있으나, 어느 하나의 통신계통에 장애가 발생 할 경우, 상위의 N-RTU를 자동절체시키지 않으므로 ‘통신불량’으로 표시될 수 있으며, 이 경우 N-RTU를 백업계통으로 절체하면 이상 현상이 해소될 수 있다.","주의사항 환기실 S-RTU 또한 이중계 구성을 갖추고 있으나, 어느 하나의 통신계통에 장애가 발생 할 경우, 상위의 N-RTU를 자동절체시키지 않으므로 ‘통신불량’으로 표시될 수 있으며, 이 경우 N-RTU를 백업계통으로 절체하면 이상 현상이 해소될 수 있다.",,181,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""통신"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""표시"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""구성"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,7.6,high,1,2,2,3,0,FALSE,s,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_cab32616ad,"환기실 S-RTU 또한 이중계 구성을 갖추고 있으나, 어느 하나의 통신계통에 장애가 발생 할 경우, 상위의 N-RTU를 자동절체시키지 않으므로 ‘통신불량’으로 표시될 수 있으며, 이 경우 N-RTU를 백업계통으로 절체하면 이상 현상이 해소될 수 있다.","환기실 S-RTU 또한 이중계 구성을 갖추고 있으나, 어느 하나의 통신계통에 장애가 발생 할 경우, 상위의 N-RTU를 자동절체시키지 않으므로 ‘통신불량’으로 표시될 수 있으며, 이 경우 N-RTU를 백업계통으로 절체하면 이상 현상이 해소될 수 있다.",,---,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""장애"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""절체"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""통신"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""계통"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""표시"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""구성"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""발생"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,7.6,high,1,2,2,3,0,FALSE,s,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_a707566674,재차단시 전기파트에 차단기 재투입 상황통보하여 현장출동 지시 순차투입,⑤ / 재차단시 전기파트에 / 차단기 재투입 상황통보하여 현장출동 지시 / 순차투입,,LTD기능,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}, {""kw"": ""투입"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""현장"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""통보"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""출동"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",FALSE,C,7.4,high,1,2,2,2,0,FALSE,s,
